,Unnamed: 0,Movie_Title,Release_Year,URL_Movie_Names,Rottentomatoes_URLs,Rating,Genre,Original Language,Director,Producer,Cast and Crew,Writer,Release Date (Theaters),Release Date (Streaming),Rerelease Date (Theaters),Box Office (Gross USA),Runtime,Distributor,Production Co,Sound Mix,Aspect Ratio,Synopsis,Tomatometer,Tomatometer State,Audience Score,Critics Concensus,View the collection,Release Date (DVD)
351,351,King Richard,2021,king_richard,https://www.rottentomatoes.com/m/king_richard,PG-13 (Brief Drug References|A Sexual Reference|Some Violence|Strong Language),"Biography, Drama",English,Reinaldo Marcus Green,"Tim White, Trevor White, Will Smith","Will Smith (Richard Williams), Aunjanue Ellis-Taylor (Oracene ""Brandy"" Williams), Jon Bernthal (Rick Macci), Saniyya Sidney (Venus Williams), Demi Singleton (Serena Williams), Tony Goldwyn (Paul Cohen), Mikayla Lashae Bartholomew (Tunde Price), Daniele Lawson (Isha Price), Layla Crawford (Lyndrea Price), Erika Ringor (Ms. Strickland), Noah Bean (PV CC Tennis Pro), Craig Tate (Bells), Josiah Cross (TD), Dylan McDermott (), Liev Schreiber (), Susie Abromeit (Robin Finn), Judith Chapman (Nancy Reagan), Chet Grissom (Matthew Titone), Andy Bean (), Kevin Dunn (), Reinaldo Marcus Green (Director), Zach Baylin (Screenwriter), Tim White (Producer), Trevor White (Producer), Will Smith (Producer), Isha Price (Executive Producer), Serena Williams (Executive Producer), Venus Williams (Executive Producer), James Lassiter (Executive Producer), Jada Pinkett Smith (Executive Producer), Adam Merims (Executive Producer), Lynn Harris (Executive Producer), Allan Mandelbaum (Executive Producer), Jon Mone (Executive Producer), Peter Dodds (Executive Producer), Robert Elswit (Cinematographer), Pamela Martin (Film Editor), Kris Bowers (Original Music), Wynn Thomas (Production Design), William Arnold (Production Design)",Zach Baylin,"Nov 19, 2021 wide","Nov 19, 2021",,$15.1M,2h 26m,Warner Bros. Pictures,"Keepin' It Reel, Warner Bros. Pictures, Westbrook Studios, Star Thrower Entertainment",Dolby Digital,Scope (2.35:1),"
                    Armed with a clear vision and a brazen 78-page plan, Richard Williams is determined to write his daughters, Venus and Serena, into history. Training on Compton, California's neglected tennis courts--rain or shine--the girls are shaped by their father's unyielding commitment and their mother's balanced perspective and keen intuition, defying the seemingly insurmountable odds and prevailing expectations laid before them. Based on the true story that will inspire the world, ""King Richard"" follows the uplifting journey of a family whose unwavering resolve and unconditional belief ultimately delivers two of the world's greatest sports legends.
                ",90,certified-fresh,98,King Richard transcends sport biopic formulas with refreshingly nuanced storytelling -- and a towering performance from Will Smith in the title role.,,
352,352,Kings Point,2012,kings_point,https://www.rottentomatoes.com/m/kings_point,TV-14,Documentary,English,Sari Gilman,"Jedd Wider, Todd Wider","Sari Gilman (Director), Jedd Wider (Producer), Todd Wider (Producer), Daniel B. Gold (Cinematographer), Gabriel Miller (Cinematographer), Toby Oppenheimer (Cinematographer), Jeffrey Friedman (Film Editor)",,,"Apr 17, 2020",,,30m,,Wider Film Projects,,,"
                    Filmmaker Sari Gilman explores the lives of America's senior citizens, focusing on their desire to live independently yet still be part of a community.
                ",,,80,NaN,,
353,353,Kitbull,2019,kitbull,https://www.rottentomatoes.com/m/kitbull,PG (Mild Thematic Elements),"Drama, Animation",English,Rosana Sullivan,Kathryn Hendrickson,"Rosana Sullivan (Director), Rosana Sullivan (Screenwriter), Kathryn Hendrickson (Producer), Lindsey Collins (Executive Producer), Arjun Rihan (Cinematographer), Katie Schaefer (Film Editing), Andrew Jimenez (Original Music), Tim Evatt (Production Design)",Rosana Sullivan,,"Mar 25, 2021",,,9m,,Pixar Animation Studios,,Scope (2.35:1),"
                    An unlikely connection sparks between two creatures: a fiercely independent stray kitten and a pit bull. Together, they experience friendship for the first time.
                ",,,93,NaN,,
354,354,Klaus,2019,klaus,https://www.rottentomatoes.com/m/klaus,PG (Rude Humor and Mild Action),"Kids & family, Holiday, Comedy, Adventure, Animation",English,Sergio Pablos,"Jinko Gotoh, Sergio Pablos, Matthew Teevan, Mercedes Gamero, Mikel Lejarza, Gustavo Ferrada","Jason Schwartzman (Jesper
                
            
            
                
                    
                        Voice), J.K. Simmons (Klaus
                
            
            
                
                    
                        Voice), Rashida Jones (Alva
                
            
            
                
                    
                        Voice), Will Sasso (Mr. Ellingboe
                
            
            
                
                    
                        Voice), Sergio Pablos (Pumpkin, 
                
                    Olaf
                
            
            
                
                    
                        Voice), Norm Macdonald (Mogens
                
            
            
                
                    
                        Voice), Joan Cusack (Mrs. Krum
                
            
            
                
                    
                        Voice), Sergio Pablos (Director), Carlos Martínez López (Co-Director), Sergio Pablos (Screenwriter), Zach Lewis (Screenwriter), Jim Mahoney (Screenwriter), Jinko Gotoh (Producer), Sergio Pablos (Producer), Matthew Teevan (Producer), Mercedes Gamero (Producer), Mikel Lejarza (Producer), Gustavo Ferrada (Producer), Pablo García Revert (Film Editing), Alfonso G. Aguilar (Original Music)","Sergio Pablos, Zach Lewis, Jim Mahoney","Nov 8, 2019 limited","Nov 15, 2019",,,1h 38m,Netflix,"The SPA Studios, Atresmedia Cine",,Flat (1.85:1),"
                    A desperate postman accidentally brings about the genesis of Santa Claus.
                ",95,certified-fresh,96,"Beautiful hand-drawn animation and a humorous, heartwarming narrative make Klaus an instant candidate for holiday classic status.",,
355,355,Knife Skills,2017,knife_skills,https://www.rottentomatoes.com/m/knife_skills,,Documentary,English,Thomas Lennon,Thomas Lennon,"Brandon Chrotowski (), Thomas Lennon (Director), Joan Ganz Cooney (Executive Producer), Holly Peterson (Executive Producer), Thomas Lennon (Producer), Thomas Lennon (Cinematographer), Nick August-Perna (Film Editing)",,,"Jan 27, 2018",,,40m,,,,,"
                    A French restaurant is staffed by men and women who have recently been released from prison.
                ",89,fresh,62,NaN,,
356,356,Knight of Fortune,2022,knight_of_fortune,https://www.rottentomatoes.com/m/knight_of_fortune,,Drama,Danish,Lasse Lyskjær Noer,"Kim Magnusson, Christian Norlyk","Jens Jørn Spottag (), Jesper Lohmann (), Dick Kaysø (), Dorte Rømer (The Daughter), Leif Andrée (), Oliver Due (Søren), Lasse Lyskjær Noer (Director), Lasse Lyskjær Noer (Screenwriter), Kim Magnusson (Producer), Christian Norlyk (Producer), Lasse Ulvedal Tolbøll (Cinematographer), Simon Dræby Carstens (Film Editing), Mathias Gaarde Mikkelsen (Original Music), Joan Høstrup (Production Design)",Lasse Lyskjær Noer,,,,,25m,,,,,"
                    Karl arrives at a chapel to say goodbye to his recently deceased wife, but he cannot bring himself to open the casket and acknowledge his loss.
                ",,,90,NaN,,
357,357,Knives Out,2019,knives_out,https://www.rottentomatoes.com/m/knives_out,PG-13 (Drug Material|Brief Violence|Sexual References|Some Strong Language|Thematic Elements),"Mystery & thriller, Comedy, Drama",English,Rian Johnson,"Rian Johnson, Ram Bergman, Jonathan Golfman, Brye Adler","Daniel Craig (Benoit Blanc), Chris Evans (Ransom Drysdale), Ana de Armas (Marta), Jamie Lee Curtis (Linda Drysdale), Toni Collette (Joni Thrombey), Don Johnson (Richard Drysdale), Michael Shannon (Walt Thrombey), LaKeith Stanfield (Lt. Elliott), Katherine Langford (Meg Thrombey), Jaeden Martell (Jacob Thrombey), Noah Segan (Trooper Wagner), Edi Patterson (Fran), Riki Lindhome (Donna Thrombey), Christopher Plummer (Harlan Thrombrey), Frank Oz (Alan Stevens), Raúl Castillo (Cop), K Callan (""Great Nana"" Wanetta), Rian Johnson (Director), Rian Johnson (Screenwriter), Rian Johnson (Producer), Ram Bergman (Producer), Jonathan Golfman (Producer), Brye Adler (Producer), Tom Karnowski (Executive Producer), Nathan Johnson (Original Music), Steve Yedlin (Cinematographer), Bob Ducsay (Film Editing), David Crank (Production Design), Jeremy Woodward (Art Director), David Schlesinger (Set Decoration), Jenny Eagan (Costume Design), Mary Vernieu (Casting)",Rian Johnson,"Nov 27, 2019 wide","Jun 12, 2020",,$165.4M,2h 10m,Lionsgate Films,"FilmNation Entertainment, Media Rights Capital","Dolby Atmos, Dolby Digital",Flat (1.85:1),"
                    The circumstances surrounding the death of crime novelist Harlan Thrombey are mysterious, but there's one thing that renowned Detective Benoit Blanc knows for sure -- everyone in the wildly dysfunctional Thrombey family is a suspect. Now, Blanc must sift through a web of lies and red herrings to uncover the truth.
                ",97,certified-fresh,92,Knives Out sharpens old murder-mystery tropes with a keenly assembled suspense outing that makes brilliant use of writer-director Rian Johnson's stellar ensemble.,,
358,358,Kon-Tiki,2012,kon_tiki,https://www.rottentomatoes.com/m/kon_tiki_2012,PG-13 (A Disturbing Violent Sequence),"Adventure, Drama",Norwegian,"Joachim Rønning, Espen Sandberg","Aage Aaberge, Jeremy Thomas","Pål Sverre Hagen (Thor Heyerdahl), Anders Baasmo Christiansen (Herman Watzinger), Gustaf Skarsgård (Bengt Danielsson), Odd Magnus Williamson (Erik Hesselberg), Tobias Santelmann (Knut Haugland), Jakob Oftebro (Torstein Raaby), Agnes Kittelsen (Liv Heyerdahl), Peter Wight (Spinden), Joachim Rønning (Director), Espen Sandberg (Director), Petter Skavlan (Writer), Christoph Daniel (Executive Producer), Lone Korslund (Executive Producer), Marc Schmidheiny (Executive Producer), Petter Skavlan (Executive Producer), Dario Suter (Executive Producer), Aage Aaberge (Producer), Jeremy Thomas (Producer), Geir Hartly Andreassen (Cinematographer), Perry Eriksen (Film Editing), Martin Stoltz (Film Editing)",Petter Skavlan,"Apr 26, 2013 limited","Oct 14, 2014",,$1.5M,1h 58m,Weinstein Co.,"Film i Väst, Recorded Picture Company (RPC), DCM Productions, Nordisk Film",,,"
                    Norwegian adventurer Thor Heyerdahl (Pål Sverre Hagen) suspects that the South Sea Islands were originally colonized by South Americans. In 1947 despite his fear of water and inability to swim, Heyerdahl decides to prove his theory. He and five companions set sail from Peru on a balsa-wood raft built from an ancient design. Their only modern equipment is a radio, and they must navigate using the stars and ocean currents. After three exhausting months at sea, they achieve their goal.
                ",83,certified-fresh,77,"A well-crafted retelling of an epic true story, Kon Tiki is a throwback to old-school adventure filmmaking that's exciting and entertaining in spite of its by-the-book plotting.",,
359,359,Kong: Skull Island,2017,kong_skull_island,https://www.rottentomatoes.com/m/kong_skull_island,PG-13 (Intense Sci-Fi Violence/Action|Brief Strong Language),"Adventure, Action, Sci-fi, Fantasy",English,Jordan Vogt-Roberts,"Jon Jashni, Alex Garcia, Thomas Tull, Mary Parent","Tom Hiddleston (James Conrad), Samuel L. Jackson (Preston Packard), Brie Larson (Mason Weaver), John C. Reilly (Hank Marlow), John Goodman (Bill Randa), Corey Hawkins (Houston Brooks), John Ortiz (Victor Nieves), Jing Tian (San), Toby Kebbell (Jack Chapman, 
                
                    Kong Mo-Cap Services), Jason Mitchell (Mills), Shea Whigham (Cole), Thomas Mann (Slivko), Eugene Cordero (Reles), Marc Evan Jackson (Landsat Steve), Will Brittain (Young Marlow, 
                
                    Marlow's Son), Miyavi (Gunpei Ikari), Richard Jenkins (Senator Willis), Allyn Rachel (Secretary O'Brien), Terry Notary (Athena Captain), Jordan Vogt-Roberts (Kong Mo-Cap Services), Dan Gilroy (Director), Max Borenstein (Screenwriter), Derek Connolly (Screenwriter), Jon Jashni (Screenwriter), Alex Garcia (Producer), Thomas Tull (Producer), Mary Parent (Producer), Eric McLeod (Producer), Edward Cheng (Executive Producer), Larry Fong (Executive Producer), Richard Pearson (Cinematographer), Henry Jackman (Film Editing), Stefan Dechant (Original Music), Steve Christensen (Production Design), John Lord Booth III (Art Director), Mary E. Vogt (Art Director), Sarah Halley Finn (Costume Design), 9 Shows and Movies You Should Binge-Watch in November (Casting)","Dan Gilroy, Max Borenstein, Derek Connolly","Mar 10, 2017 wide","Jun 5, 2017",,$168.0M,1h 58m,Warner Bros. Pictures,"Legendary Pictures, Tencent Pictures","Dolby Digital, SDDS, Datasat",Scope (2.35:1),"
                    Scientists, soldiers and adventurers unite to explore a mythical, uncharted island in the Pacific Ocean. Cut off from everything they know, they venture into the domain of the mighty Kong, igniting the ultimate battle between man and nature. As their mission of discovery soon becomes one of survival, they must fight to escape from a primal world where humanity does not belong.
                ",75,certified-fresh,69,"Offering exhilarating eye candy, solid acting, and a fast-paced story, Kong: Skull Island earns its spot in the movie monster's mythos without ever matching up to the classic original.",,
360,360,Królik po berlinsku,2009,krolik_po_berlinsku,https://www.rottentomatoes.com/m/krolik_po_berlinsku,,Documentary,German,Bartosz Konopka,Anna Wydra,"Bartosz Konopka (Director), Bartosz Konopka (Screenwriter), Piotr Rosolowski (Screenwriter), Anna Wydra (Producer), Piotr Rosolowski (Cinematographer), Mateusz Romaszkan (Film Editing)","Bartosz Konopka, Piotr Rosolowski",,"Jan 22, 2017",,,51m,,,,,"
                    Rabbits that used to live in the Berlin Wall adapt to freedom just as East German people do.
                ",89,fresh,84,NaN,,
361,361,Kubo and the Two Strings,2016,kubo_and_the_two_strings,https://www.rottentomatoes.com/m/kubo_and_the_two_strings,PG (Scary Images|Action and Peril|Thematic Elements),"Kids & family, Fantasy, Adventure, Action, Animation",English,Travis Knight,"Arianne Sutner, Travis Knight","Charlize Theron (Monkey
                
            
            
                
                    
                        Voice), Art Parkinson (Kubo
                
            
            
                
                    
                        Voice), Ralph Fiennes (Moon King, 
                
                    Raiden
                
            
            
                
                    
                        Voice), George Takei (Hosato
                
            
            
                
                    
                        Voice), Cary-Hiroyuki Tagawa (Hashi
                
            
            
                
                    
                        Voice), Brenda Vaccaro (Kameyo
                
            
            
                
                    
                        Voice), Rooney Mara (The Sisters
                
            
            
                
                    
                        Voice), Matthew McConaughey (Beetle
                
            
            
                
                    
                        Voice), Travis Knight (Director), Marc Haimes (Screenwriter), Chris Butler (Screenwriter), Arianne Sutner (Producer), Travis Knight (Producer), Frank Passingham (Cinematographer), Christopher Murrie (Film Editing)","Marc Haimes, Chris Butler","Aug 19, 2016 wide","Nov 8, 2016",,$48.0M,1h 42m,Focus Features,"Laika, Focus Features",Dolby Digital,Scope (2.35:1),"
                    Young Kubo's (Art Parkinson) peaceful existence comes crashing down when he accidentally summons a vengeful spirit from the past. Now on the run, Kubo joins forces with Monkey (Charlize Theron) and Beetle (Matthew McConaughey) to unlock a secret legacy. Armed with a magical instrument, Kubo must battle the Moon King (Ralph Fiennes) and other gods and monsters to save his family and solve the mystery of his fallen father, the greatest samurai warrior the world has ever known.
                ",97,certified-fresh,86,Kubo and the Two Strings matches its incredible animation with an absorbing -- and bravely melancholy -- story that has something to offer audiences of all ages.,,
362,362,Kung Fu Panda,2008,kung_fu_panda,https://www.rottentomatoes.com/m/kung_fu_panda,PG (Martial Arts Action),"Kids & family, Comedy, Adventure, Animation",English,"John Stevenson, Mark Osborne",Melissa Cobb,"Jack Black (Po
                
            
            
                
                    
                        Voice), Angelina Jolie (Master Tigress
                
            
            
                
                    
                        Voice), Jackie Chan (Master Monkey
                
            
            
                
                    
                        Voice), David Cross (Master Crane
                
            
            
                
                    
                        Voice), Lucy Liu (Master Viper
                
            
            
                
                    
                        Voice), Seth Rogen (Master Mantis
                
            
            
                
                    
                        Voice), Dustin Hoffman (Master Shifu
                
            
            
                
                    
                        Voice), Ian McShane (Tai Lung
                
            
            
                
                    
                        Voice), Michael Clarke Duncan (Commander Vachir
                
            
            
                
                    
                        Voice), Randall Duk Kim (Oogway
                
            
            
                
                    
                        Voice), Dan Fogler (Zeng
                
            
            
                
                    
                        Voice), John Stevenson (Director), Mark Osborne (Director), Jonathan Aibel (Screenwriter), Glenn Berger (Screenwriter), Bill Damaschke (Executive Producer), Melissa Cobb (Producer)","Jonathan Aibel, Glenn Berger","Jun 6, 2008 wide","Nov 25, 2015",,$143.5M,1h 31m,DreamWorks SKG,DreamWorks Animation,,,"
                    Po the panda (Jack Black) works in his family's noodle shop and dreams of becoming a kung-fu master. His dream becomes a reality when, unexpectedly, he must fulfill an ancient prophecy and study the skills with his idols, the Furious Five. Po needs all the wisdom, strength and ability he can muster to protect his people from an evil snow leopard.
                ",87,certified-fresh,83,"Kung Fu Panda has a familiar message, but the pleasing mix of humor, swift martial arts action, and colorful animation makes for winning Summer entertainment.",Kung Fu Panda,
363,363,Kung Fu Panda 2,2011,kung_fu_panda_the_kaboom_of_doom,https://www.rottentomatoes.com/m/kung_fu_panda_the_kaboom_of_doom,PG (Seq. of Martial Arts Action|Mild Violence),"Kids & family, Comedy, Adventure, Animation",English,Jennifer Yuh Nelson,Melissa Cobb,"Jack Black (Po
                
            
            
                
                    
                        Voice), Angelina Jolie (Tigress
                
            
            
                
                    
                        Voice), Dustin Hoffman (Shifu
                
            
            
                
                    
                        Voice), Gary Oldman (Shen
                
            
            
                
                    
                        Voice), Jackie Chan (Monkey
                
            
            
                
                    
                        Voice), Seth Rogen (Mantis
                
            
            
                
                    
                        Voice), Lucy Liu (Viper
                
            
            
                
                    
                        Voice), David Cross (Crane
                
            
            
                
                    
                        Voice), James Hong (Mr. Ping
                
            
            
                
                    
                        Voice), Michelle Yeoh (Soothsayer
                
            
            
                
                    
                        Voice), Danny McBride (Wolf Boss
                
            
            
                
                    
                        Voice), Dennis Haysbert (Master Ox
                
            
            
                
                    
                        Voice), Jean-Claude Van Damme (Master Croc
                
            
            
                
                    
                        Voice), Victor Garber (Master Rhino
                
            
            
                
                    
                        Voice), Jennifer Yuh Nelson (Director), Jonathan Aibel (Screenwriter), Glenn Berger (Screenwriter), Melissa Cobb (Producer), Clare Knight (Film Editing), Hans Zimmer (Original Music), John Powell (Original Music), Raymond Zibach (Production Design), Tang Kheng Heng (Art Director), Leslee Feldman (Casting)","Jonathan Aibel, Glenn Berger","May 26, 2011 wide","Nov 25, 2015",,,1h 30m,"Paramount Pictures, DreamWorks SKG",DreamWorks Animation,"Dolby Digital, DTS, SDDS",,"
                    Now known as the Dragon Warrior, Po (Jack Black) protects the Valley of Peace alongside his friends and fellow kung fu masters, the Furious Five. However, a dangerous villain threatens Po's awesome new life with plans to use a secret weapon to wipe out the martial art and conquer China. In order to defeat the new enemy, Po finds he must recall his past and unlock secrets of his mysterious origins; only then will he find the strength to vanquish his foe.
                ",81,certified-fresh,74,"The storyline arc may seem a tad familiar to fans of the original, but Kung Fu Panda 2 offers enough action, comedy, and visual sparkle to compensate.",Kung Fu Panda,
364,364,La La Land,2016,la_la_land,https://www.rottentomatoes.com/m/la_la_land,PG-13 (Some Language),"Musical, Romance, Comedy, Drama",English,Damien Chazelle,"Fred Berger, Jordan Horowitz, Marc Platt, Gary Gilbert","Ryan Gosling (Sebastian), Emma Stone (Mia), John Legend (Keith), Rosemarie DeWitt (Laura), J.K. Simmons (Boss), Finn Wittrock (Greg), Meagen Fay (Mia's Mom), Callie Hernandez (Tracy), Sonoya Mizuno (Caitlin), Jessica Rothe (Alexis), Tom Everett Scott (David), Josh Pence (Josh), Damien Chazelle (Director), Damien Chazelle (Screenwriter), Mike Jackson (Executive Producer), John Legend (Executive Producer), Qiuyun Long (Executive Producer), Thad Luckinbill (Executive Producer), Fred Berger (Producer), Jordan Horowitz (Producer), Marc Platt (Producer), Gary Gilbert (Producer), Linus Sandgren (Cinematographer), Tom Cross (Film Editing), Justin Hurwitz (Original Music), David Wasco (Production Design), Austin Gorg (Art Director), Sandy Reynolds-Wasco (Set Decoration), Mary Zophres (Costume Design), Deborah Aquila (Casting), Mary Tricia Wood (Casting)",Damien Chazelle,"Dec 25, 2016 wide","Apr 11, 2017",,$151.1M,2h 8m,Lionsgate Films,"Summit Entertainment, Marc Platt Productions, Gilbert Films","DTS, Dolby Digital, Dolby Atmos",Scope (2.35:1),"
                    Sebastian (Ryan Gosling) and Mia (Emma Stone) are drawn together by their common desire to do what they love. But as success mounts they are faced with decisions that begin to fray the fragile fabric of their love affair, and the dreams they worked so hard to maintain in each other threaten to rip them apart.
                ",91,certified-fresh,81,"La La Land breathes new life into a bygone genre with thrillingly assured direction, powerful performances, and an irresistible excess of heart.",,
365,365,La Luna,2011,la_luna,https://www.rottentomatoes.com/m/la_luna_2011,G,"Kids & family, Fantasy, Animation",English,Enrico Casarosa,Kevin Reher,"Krista Sheffler (Bambino
                
            
            
                
                    
                        Voice), Tony Fucile (Papa
                
            
            
                
                    
                        Voice), Phil Sheridan (Nonno
                
            
            
                
                    
                        Voice), Enrico Casarosa (Director), Enrico Casarosa (Screenwriter), Kevin Reher (Producer), John Lasseter (Executive Producer), Michael Giacchino (Original Music), Steve Bloom (Film Editing)",Enrico Casarosa,,"Mar 11, 2017",,,7m,,Pixar Animation Studios,,,"
                    A boy's father and grandfather take him out to sea, where he discovers their unusual line of work.
                ",,,88,NaN,,
366,366,La femme et le TGV,2016,la_femme_et_le_tgv,https://www.rottentomatoes.com/m/la_femme_et_le_tgv,,"Biography, Drama, Romance",French (Canada),Timo von Gunten,Giacun Caduff,"Jane Birkin (Elise), Julie Dray (Dance Teacher), Manuela Biedermann (Charlotte), Viola von Scarpatetti (Dustlady), Gilles Tschudi (Bruno), Mathieu Bisson (Pierre), Dorin Dragos (Peddler), Lucien Guignard (Jacques), Nicolas Heini (Bruno's Son), Timo von Gunten (Director), Timo von Gunten (Screenwriter), Bela Böke (Executive Producer), Jean de Meuron (Executive Producer), Giacun Caduff (Producer), Diego Baldenweg (Original Music), Nausheen Dadabhoy (Cinematographer), Salome Jermann (Production Design), Catherine Schneider (Costume Design)",Timo von Gunten,,"Mar 17, 2017",,,30m,,"Arbel, Jacques à Bâle Pictures",,,"
                    A lonely woman develops a bond with a TGV train driver.
                ",,,94,NaN,,
367,367,Lady Bird,2017,lady_bird,https://www.rottentomatoes.com/m/lady_bird,R (Language|Brief Graphic Nudity|Sexual Content|Teen Partying),"Comedy, Drama",English,Greta Gerwig,"Scott Rudin, Eli Bush, Evelyn O'Neill","Saoirse Ronan (Lady Bird McPherson), Laurie Metcalf (Marion McPherson), Timothée Chalamet (Kyle Scheible), Lucas Hedges (Danny O'Neill), Tracy Letts (Larry McPherson), Odeya Rush (Jenna Walton), Jake McDorman (Mr. Bruno), Beanie Feldstein (Julie Steffans), Lois Smith (Sister Sarah Joan), Stephen Henderson (Father Leviatch), Jordan Rodrigues (Miguel McPherson), Marielle Scott (Shelly Yuhan), John Karna (Greg Anrue), Bayne Gibby (Casey Kelly), Laura Marano (Diana Greenway), Greta Gerwig (Director), Greta Gerwig (Screenwriter), Scott Rudin (Producer), Eli Bush (Producer), Evelyn O'Neill (Producer), Lila Yacoub (Executive Producer), Sam Levy (Cinematographer), Nick Houy (Film Editing), Jon Brion (Original Music), Chris Jones (Production Design), April Napier (Costume Design), Allison Jones (Casting), Heidi Griffiths (Casting), Jordan Thaler (Casting)",Greta Gerwig,"Nov 22, 2017 wide","Feb 13, 2018",,$48.9M,1h 34m,A24,"Scott Rudin Productions, A24",Dolby Digital,Flat (1.85:1),"
                    A teenager (Saoirse Ronan) navigates a loving but turbulent relationship with her strong-willed mother (Laurie Metcalf) over the course of an eventful and poignant senior year of high school.
                ",99,certified-fresh,79,Lady Bird delivers fresh insights about the turmoil of adolescence -- and reveals writer-director Greta Gerwig as a fully formed filmmaking talent.,,
368,368,Land of Mine,2015,land_of_mine,https://www.rottentomatoes.com/m/land_of_mine,R (Some Grisly Images|Language|Violence),"War, History, Drama",German,Martin Zandvliet,"Malte Grunert, Mikael Rieks","Roland Møller (Carl Leopold Rasmussen, sergent), Mikkel Boe Følsgaard (Ebbe Jensen, løjtnant), Laura Bro (Karin), Louis Hofmann (Sebastian Schumann), Joel Basman (Helmut Morbach), Oskar Bökelmann (Ludwig Haffke), Emil Buschow (Ernst Lessner), Oskar Buschow (Werner Lessner), Zoe Zandvliet (Elisabeth), Mads Riisom (Soldier Peter), Emil Belton (Ernst Lessner), Oskar Belton (Werner Lessner), Leon Seidel (Wilhelm Hahn), Karl Alexander Seidel (Manfred), Max Beck (August Kluger), August Carter (Rudolf Selke), Tim Bülow (Hermann Marklein), Alexander Rasch (Friedrich Schnurr), Julius Kochinke (Johann Wolff), Aaron Koszuta (Gustav Becker), Martin Zandvliet (Director), Martin Zandvliet (Screenwriter), Malte Grunert (Producer), Mikael Rieks (Producer), Henrik Zein (Executive Producer), Daniel Baur (Executive Producer), Lena Haugaard (Executive Producer), Stefan Kapelari (Executive Producer), Torben Majgaard (Executive Producer), Oliver Simon (Executive Producer), Camilla Hjelm (Cinematographer), Sune Martin (Original Music), Per Sandholt (Film Editing), Molly Marlene Stensgaard (Film Editing), Gitte Malling (Production Design)",Martin Zandvliet,"Feb 17, 2017 limited","Jun 6, 2017",,$434.6K,1h 40m,Sony Pictures Classics,Nordisk Film,,,"
                    A group of German POWs are forced to dig up millions of land mines with their bare hands.
                ",92,certified-fresh,88,Land of Mine uses an oft-forgotten chapter from the aftermath of World War II to tell a hard-hitting story whose period setting belies its timeless observations about bloodshed and forgiveness.,,
369,369,Last Day of Freedom,2015,last_day_of_freedom,https://www.rottentomatoes.com/m/last_day_of_freedom,,"Documentary, Animation",English,"Dee Hibbert-Jones, Nomi Talisman",,"Dee Hibbert-Jones (Director), Nomi Talisman (Director), Pamela Harris (Executive Producer), Vivian Kleiman (Executive Producer), Fred Frith (Original Music), Nomi Talisman (Cinematographer), Robert Arnold (Film Editing), Elizabeth Finlayson (Film Editing), Dee Hibbert-Jones (Film Editing), Nomi Talisman (Film Editing), Dee Hibbert-Jones (Art Director), Nomi Talisman (Art Director)",,,"Dec 5, 2016",,,32m,,,,,"
                    Bill learns his brother has committed a crime and agonizes over his decision to call the police.
                ",,,86,NaN,,
370,370,Last Days in Vietnam,2014,last_days_in_vietnam,https://www.rottentomatoes.com/m/last_days_in_vietnam,,"Documentary, History, Drama, War",English,Rory Kennedy,"Rory Kennedy, Kevin Mcalester","Henry Kissinger (), Stuart Herrington (), Juan Valdez (), Frank Snepp (), Kiem Do (), Ron Nessen (), Rory Kennedy (Director), Mark Bailey (Writer), Keven McAlester (Writer), Mark Samels (Executive Producer), Rory Kennedy (Producer), Kevin Mcalester (Producer)","Mark Bailey, Keven McAlester","Sep 5, 2014 limited","Nov 25, 2016",,$408.7K,1h 38m,American Experience,Moxie Firecracker Films,,,"
                    In the final weeks of the Vietnam War, American servicemen and others begin the difficult mission of evacuating as many friends, family members and South Vietnamese collaborators as possible before Saigon falls to the North Vietnamese.
                ",95,certified-fresh,84,"As gripping as it is inspiring, Last Days in Vietnam offers a surprisingly fresh -- and heart-wrenching -- perspective on the end of the Vietnam War.",,
371,371,Last Men in Aleppo,2017,last_men_in_aleppo,https://www.rottentomatoes.com/m/last_men_in_aleppo,,"Documentary, War",Arabic,Feras Fayyad,"Søren Steen Jespersen, Kareem Abeed","Feras Fayyad (Director), Feras Fayyad (Writer), Søren Steen Jespersen (Producer), Kareem Abeed (Producer), Steen Johannessen (Film Editing), Michael Bauer Nielsen (Film Editing)",Feras Fayyad,"May 3, 2017 limited","Jul 7, 2017",,,1h 44m,Grasshopper Film,"Südwestdeutscher Rundfunk (SWR), Larm Film, Arte, Aleppo Media Center",,,"
                    Members of the volunteer group White Helmets offer aid to the wounded during the Syrian civil war.
                ",97,fresh,75,"Heartbreaking and hopeful, Last Men in Aleppo paints an urgent portrait of war-torn Syria, putting faces on an ongoing and complicated conflict.",,
372,372,Late Afternoon,2017,late_afternoon,https://www.rottentomatoes.com/m/late_afternoon,,"Drama, Animation",English,Louise Bagnall,Nuria González Blanco,"Fionnula Flanagan (Emily
                
            
            
                
                    
                        Voice), Lucy O'Connell (Child Emily
                
            
            
                
                    
                        Voice), Louise Bagnall (Young Emily
                
            
            
                
                    
                        Voice), Niamh Moyles (Kate
                
            
            
                
                    
                        Voice), Louise Bagnall (Director), Louise Bagnall (Screenwriter), Nuria González Blanco (Producer), Alan Slattery (Film Editing), Goran Kvrgig (Film Editing)",Louise Bagnall,,,,,10m,,,,,"
                    An elderly woman drifts back through her memories.
                ",,,75,NaN,,
